source,subject,text,label,clean_text
spam_2,Triple Your Index Annuity Sales,"Triple Your Index Annuity Sales The Magical Solution that Triples Index Annuity Sales! As a unique promotional opportunity, there is currently no charge for our ""Big-Hitter Sales Tool Combination"" (for the first 199 respondents only). This ""Magic Solution"" is already responsible for countless millions of dollars in Index Annuity premium and Agent Sales Commissions. You honestly will not believe how simple and easy this makes selling Index Annuities. It is literally like falling off a log. As one rep stated, ""You don't even have to do anything different than you already are doing...it just kind of happens...Kicks-in and starts generating new clients and uncovering assets just like magic!"" To claim your free Report and Bonus Audiotape, simply call our 24-hour automated response line! Simple and painless. Call anytime (but be one of the first 199), the response line is fully automated and works 24/7. Or, you can quickly fill out the form below. _____ Call today to receive this free report and audiotape! 800-436-1631 ext 86055 ? or can complete the form below ? Name: Address: City: State: Zip: E-mail: Phone: Fax: USA Financial - URL We don't want anyone to receive our mailings who does not wish to. This is professional communication sent to insurance professionals. To be removed from this mailing list, DO NOT REPLY to this message. Instead, go here: URL Legal Notice Triple Your Index Annuity Sales As a unique promotional opportunity, there is currently no charge for our ""Big-Hitter Sales Tool Combination"" (for the first 199 respondents only). This ""Magic Solution"" is already responsible for countless millions of dollars in Index Annuity premium and Agent Sales Commissions . You honestly will not believe how simple and easy this makes selling Index Annuities. It is literally like falling off a log. As one rep stated, ""You don't even have to do anything different than you already are doing...it just kind of happens...Kicks-in and starts generating new clients and uncovering assets just like magic!"" To claim your free Report and Bonus Audiotape, simply call our 24-hour automated response line! Simple and painless. Call anytime (but be one of the first 199), the response line is fully automated and works 24/7. Or, you can quickly fill out the form below. Call today to receive this free report and audiotape! — or can complete the form below — Name: Address: City: State: Zip: E-mail: Phone: Fax: We don't want anyone to receive our mailings who does not wish to. This is professional communication sent to insurance professionals. To be removed from this mailing list, DO NOT REPLY to this message. Instead, go here: URL Legal Notice",1,triple index annuity sales magical solution triples index annuity sales unique promotional opportunity currently charge big hitter sales tool combination first numbertoken respondents magic solution already responsible countless millions dollars index annuity premium agent sales commissions honestly believe simple easy makes selling index annuities literally like falling log one rep stated even anything different already kind happens kicks starts generating new clients uncovering assets like magic claim free report bonus audiotape simply call numbertoken hour automated response line simple painless call anytime one first numbertoken response line fully automated works numbertoken numbertoken quickly fill form call today receive free report audiotape numbertoken numbertoken numbertoken ext numbertoken complete form name address city state zip e mail phone fax usa financial url want anyone receive mailings wish professional communication sent insurance professionals removed mailing list reply message instead go url legal notice triple index annuity sales unique promotional opportunity currently charge big hitter sales tool combination first numbertoken respondents magic solution already responsible countless millions dollars index annuity premium agent sales commissions honestly believe simple easy makes selling index annuities literally like falling log one rep stated even anything different already kind happens kicks starts generating new clients uncovering assets like magic claim free report bonus audiotape simply call numbertoken hour automated response line simple painless call anytime one first numbertoken response line fully automated works numbertoken numbertoken quickly fill form call today receive free report audiotape complete form name address city state zip e mail phone fax want anyone receive mailings wish professional communication sent insurance professionals removed mailing list reply message instead go url legal notice
easy_ham,Re: [gst-devel] Red Hat 8.0,"Re: [gst-devel] Red Hat 8.0 Once upon a time, Thomas wrote : > > On Sun, 29 Sep 2002, Thomas Vander Stichele wrote: > > > > > INFO (15299: 0)gst_xml_registry_rebuild:1555: Plugin > > > /usr/lib/gst/libgstwincodec.so failed to load: Error loading plugin > > > /usr/lib/gst/libgstwincodec.so, reason: /usr/lib/libaviplay-0.7.so.0: > > > > > > undefined symbol: _ZTVN10__cxxabiv120__si_class_type_infoE > > > Are you using the same version of GCC to compile the plugin as its C++ > > dependencies? > > Yes, I am. Everything is built inside a chroot. I think it isn't > linking to a lib somewhere, I'm just not sure what lib it should > preloading here. Anyway to find out which one it is ? Looks like a problem with the avifile you've rebuilt... I've been unable to recompile successfully the latest version on 8.0 :-/ Matthias -- Matthias Saou World Trade Center ------------- Edificio Norte 4 Planta System and Network Engineer 08039 Barcelona, Spain Electronic Group Interactive Phone : +34 936 00 23 23 _______________________________________________ RPM-List mailing list URL",0,gst devel red hat numbertoken numbertoken upon time thomas wrote sun numbertoken sep numbertoken thomas vander stichele wrote info numbertoken numbertoken gst xml registry rebuild numbertoken plugin usr lib gst libgstwincodec failed load error loading plugin usr lib gst libgstwincodec reason usr lib libaviplay numbertoken numbertoken numbertoken undefined symbol ztvn numbertoken cxxabiv numbertoken si class type infoe using version gcc compile plugin c dependencies yes everything built inside chroot think linking lib somewhere sure lib preloading anyway find one looks like problem avifile rebuilt unable recompile successfully latest version numbertoken numbertoken matthias matthias saou world trade center edificio norte numbertoken planta system network engineer numbertoken barcelona spain electronic group interactive phone numbertoken numbertoken numbertoken numbertoken numbertoken rpm list mailing list url
spam,MSNBC: Rates Hit 18 year Low 4.75% ...28940,MSNBC: Rates Hit 18 year Low 4.75% ...28940 ========================================================================== Now you can have HUNDREDS of lenders compete for your loan! FACT: Interest Rates are at their lowest point in 40 years! You're eligible even with less than perfect credit !! * Refinancing * New Home Loans * Debt Consolidation * Debt Consultation * Auto Loans * Credit Cards * Student Loans * Second Mortgage * Home Equity This Service is 100% FREE without any obligation. Visit Our Web Site at: URL ============================================================================ To Unsubscribe: URL,1,msnbc rates hit numbertoken year low numbertoken numbertoken numbertoken hundreds lenders compete loan fact interest rates lowest point numbertoken years eligible even less perfect credit refinancing new home loans debt consolidation debt consultation auto loans credit cards student loans second mortgage home equity service numbertoken free without obligation visit web site url unsubscribe url
spam_2,�ֻ�����Ϣ���¿��Ͷ���ϢȺ������,�ֻ�����Ϣ���¿��Ͷ���ϢȺ������ Untitled Document 供 手机短信息包月卡和短信息群发软件。 1. A类短信包月卡：包月费2000元。可以支持短信通24小时连续不断发送短信息，无频次限制，日发送量在1万条以上。 2. B类短信包月卡：包月费500元。日发送量为3000条左右。此卡有频次限制。发送一小时后要停半小时再发送。 注：以上发送量要在短信通等短信群发软件支持下才能达到的。以上两类卡为移动短信卡，对发往移动手机用户的短信息包月，对发给联通用户的短信息和通话所产生的费用不包月。每张卡需押金200元。 3. 供短信息群发软件－短信通：可向指定地区的所有手机用户发送短信息，软件内存全国各地手机号码段，可自定手机号码的末位号发送，也可自编手机号码簿进行发送。 联系电话：0574－65762474 传真：0574－65763302 手机：13008989080 联 系 人：徐先生 汇款单位：浙江 象山 邮政局 开 户：象山工商银行 帐号：3901340009000055822,1,untitled document numbertoken numbertoken numbertoken numbertoken numbertoken b numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken numbertoken
spam_2,Are Your Mortgage Rates The Best They Can Be........ 0922LkVT8-113rFxd3342c-21,"Are Your Mortgage Rates The Best They Can Be........ 0922LkVT8-113rFxd3342c-21 Dear Homeowner, Interest Rates are at their lowest point in 40 years! We help you find the best rate for your situation by matching your needs with hundreds of lenders! Home Improvement, Refinance, Second Mortgage, Home Equity Loans, and much, much more! You're eligible even with less than perfect credit! This service is 100% FREE to home owners and new home buyers without any obligation. Where others say NO, we say YES!!! URL Take just 2 minutes to complete the following form. There is no obligation, all information is kept strictly confidential, and you must be at least 18 years of age. Service is available within the United States only. This service is fast and free. URL +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ To opt out: URL 8960ryoE6-752DjSn8958wQDd4-522UPqi8940xzrR4-094LKl46 URL",1,mortgage rates best numbertoken lkvt numbertoken numbertoken rfxd numbertoken c numbertoken dear homeowner interest rates lowest point numbertoken years help find best rate situation matching needs hundreds lenders home improvement refinance second mortgage home equity loans much much eligible even less perfect credit service numbertoken free home owners new home buyers without obligation others say say yes url take numbertoken minutes complete following form obligation information kept strictly confidential must least numbertoken years age service available within united states service fast free url opt url numbertoken ryoe numbertoken numbertoken djsn numbertoken wqdd numbertoken numbertoken upqi numbertoken xzrr numbertoken numbertoken lkl numbertoken url
spam,ADV: Extended Auto Warranties Here                                                   dhzbj,"ADV: Extended Auto Warranties Here dhzbj Protect your financial well-being. Purchase an Extended Auto Warranty for your Car today. CLICK HERE for a FREE no obligation quote. URL Car troubles always seem to happen at the worst possible time. Protect yourself and your family with a quality Extended Warranty for your car, truck, or SUV, so that a large expense cannot hit you all at once. We cover most vehicles with less than 150,000 miles. Buy DIRECT! Our prices are 40-60% LESS! We offer fair prices and prompt, toll-free claims service. Get an Extended Warranty on your car today. Warranty plan also includes: 1) 24-Hour Roadside Assistance. 2) Rental Benefit. 3) Trip Interruption Intervention. 4) Extended Towing Benefit. CLICK HERE for a FREE no obligation quote. URL --------------------------------------- To easily remove your address from the list, go to: URL Please allow 48-72 hours for removal.",1,adv extended auto warranties dhzbj protect financial well purchase extended auto warranty car today click free obligation quote url car troubles always seem happen worst possible time protect family quality extended warranty car truck suv large expense cannot hit cover vehicles less numbertoken numbertoken miles buy direct prices numbertoken numbertoken less offer fair prices prompt toll free claims service get extended warranty car today warranty plan also includes numbertoken numbertoken hour roadside assistance numbertoken rental benefit numbertoken trip interruption intervention numbertoken extended towing benefit click free obligation quote url easily remove address list go url please allow numbertoken numbertoken hours removal
easy_ham_2,Re: [ILUG] mirroring on a running system,"Re: [ILUG] mirroring on a running system On Tue, Aug 13, 2002 at 04:10:57PM +0100, John P. Looney mentioned: > > I think this procedure is described in the RAID HOWTO for installing a > > new system, but it applies just as well to a running system. > > Just double checking (I'd be pissed if I just wiped my installation!)... Well, this mostly worked, despite Colm saying that ""you want the ""failed-disk"" *instead* of the second ""raid-disk"", not in addition to it"". I suppose that means instead of: > raiddev /dev/md0 > raid-level 1 > nr-raid-disks 2 > nr-spare-disks 0 > chunk-size 4 > persistent-superblock 1 > device /dev/hdg3 > raid-disk 0 > device /dev/hda5 > raid-disk 1 > > failed-disk 1 I should have had: > raiddev /dev/md0 > raid-level 1 > nr-raid-disks 2 > nr-spare-disks 0 > chunk-size 4 > persistent-superblock 1 > device /dev/hdg3 > raid-disk 0 > device /dev/hda5 > failed-disk 1 It likely means that I was just lucky I put the failed-disk directive after the raid-disk one :) Anyway. It's doesn't quite boot right, with /=/dev/md0 in fstab. On boot, I see: Partition check: hda: [PTBL] [2482/255/63] hda1 hda2 hda3 hda4 hdg: [PTBL] [2434/255/63] hdg1 hdg2 hdg3 floppy0: no floppy controllers found RAMDISK driver initialized: 16 RAM disks of 4096K size 1024 blocksize ide-floppy driver 0.99.newide md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27 md: Autodetecting RAID arrays. [events: 00000000] md: invalid raid superblock magic on hda2 md: hda2 has invalid sb, not importing! md: could not import hda2! [events: 00000004] [events: 00000002] [events: 00000004] md: autorun ... md: considering hdg3 ... md: adding hdg3 ... md: adding hda5 ... md: created md0 md: bind md: bind md: running: md: hdg3's event counter: 00000004 md: hda5's event counter: 00000004 md: RAID level 1 does not need chunksize! Continuing anyway. kmod: failed to exec /sbin/modprobe -s -k md-personality-3, errno = 2 md: personality 3 is not loaded! md :do_md_run() returned -22 md: md0 stopped. md: unbind md: export_rdev(hdg3) md: unbind md: export_rdev(hda5) md: considering hdg1 ... md: adding hdg1 ... md: created md1 md: bind md: running: md: hdg1's event counter: 00000002 md: RAID level 1 does not need chunksize! Continuing anyway. kmod: failed to exec /sbin/modprobe -s -k md-personality-3, errno = 2 md: personality 3 is not loaded! md :do_md_run() returned -22 md: md1 stopped. md: unbind md: export_rdev(hdg1) md: ... autorun DONE. Any ideas why ? My suspicion is that I've a lack of knowledge about how initrd works, so I'm not sure it's loading it. For a start, the / filesystem is being mounted as ext2, at first, not ext3. It does seem mounted as ext3 after the fsck is done - but that means that it's mounted as ext2 read only, fsck'ed and then remounted ext3. Losing the point of it. Given I can't pass the kernel parameters (I think), how then can I get it to load the initrd ? Kate -- Irish Linux Users' Group: EMAIL URL for (un)subscription information. List maintainer: EMAIL",0,ilug mirroring running system tue aug numbertoken numbertoken numbertoken numbertoken numbertoken pm numbertoken john p looney mentioned think procedure described raid howto installing new system applies well running system double checking pissed wiped installation well mostly worked despite colm saying want failed disk instead second raid disk addition suppose means instead raiddev dev md numbertoken raid level numbertoken nr raid disks numbertoken nr spare disks numbertoken chunk size numbertoken persistent superblock numbertoken device dev hdg numbertoken raid disk numbertoken device dev hda numbertoken raid disk numbertoken failed disk numbertoken raiddev dev md numbertoken raid level numbertoken nr raid disks numbertoken nr spare disks numbertoken chunk size numbertoken persistent superblock numbertoken device dev hdg numbertoken raid disk numbertoken device dev hda numbertoken failed disk numbertoken likely means lucky put failed disk directive raid disk one anyway quite boot right dev md numbertoken fstab boot see partition check hda ptbl numbertoken numbertoken numbertoken hda numbertoken hda numbertoken hda numbertoken hda numbertoken hdg ptbl numbertoken numbertoken numbertoken hdg numbertoken hdg numbertoken hdg numbertoken floppy numbertoken floppy controllers found ramdisk driver initialized numbertoken ram disks numbertoken k size numbertoken blocksize ide floppy driver numbertoken numbertoken newide md md driver numbertoken numbertoken numbertoken max md devs numbertoken md sb disks numbertoken md autodetecting raid arrays events numbertoken md invalid raid superblock magic hda numbertoken md hda numbertoken invalid sb importing md could import hda numbertoken events numbertoken events numbertoken events numbertoken md autorun md considering hdg numbertoken md adding hdg numbertoken md adding hda numbertoken md created md numbertoken md bind md bind md running md hdg numbertoken event counter numbertoken md hda numbertoken event counter numbertoken md raid level numbertoken need chunksize continuing anyway kmod failed exec sbin modprobe k md personality numbertoken errno numbertoken md personality numbertoken loaded md md run returned numbertoken md md numbertoken stopped md unbind md export rdev hdg numbertoken md unbind md export rdev hda numbertoken md considering hdg numbertoken md adding hdg numbertoken md created md numbertoken md bind md running md hdg numbertoken event counter numbertoken md raid level numbertoken need chunksize continuing anyway kmod failed exec sbin modprobe k md personality numbertoken errno numbertoken md personality numbertoken loaded md md run returned numbertoken md md numbertoken stopped md unbind md export rdev hdg numbertoken md autorun done ideas suspicion lack knowledge initrd works sure loading start filesystem mounted ext numbertoken first ext numbertoken seem mounted ext numbertoken fsck done means mounted ext numbertoken read fsck ed remounted ext numbertoken losing point given pass kernel parameters think get load initrd kate irish linux users group email url un subscription information list maintainer email
spam_2,Septic tank care. (Free Trail)COKXWEJ,"Septic tank care. (Free Trail)COKXWEJ If your home is served by a septic system, you will be able to receive invaluable information on how to eliminate pump outs, maintain the system properly for FREE !!! Our packetge will cure problems such as backups, wet spots, odor, etc. You can start this FREE trial by checking out our SPC program at: URL Please takes a mintuet to fill out the form, and we will send out your free trail packetage.",1,septic tank care free trail cokxwej home served septic system able receive invaluable information eliminate pump outs maintain system properly free packetge cure problems backups wet spots odor etc start free trial checking spc program url please takes mintuet fill form send free trail packetage
spam_2,Copy DVD's to regular CD-R discs and watch on your DVD Player.d7l7,"Copy DVD's to regular CD-R discs and watch on your DVD Player.d7l7 Below is the result of your feedback form. It was submitted by EMAIL on Sunday, July 21, 2002 at 12:29:29 --------------------------------------------------------------------------- : Why Spend upwards of $4000 on a DVD Burner when we will show you an alternative that will do the exact same thing for just a fraction of the cost? Copy your DVD's NOW. Best Price on the net. Click here: URL Click to remove URL --------------------------------------------------------------------------- --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. URL _______________________________________________ Spamassassin-Sightings mailing list EMAIL URL",1,copy dvd regular cd r discs watch dvd player numbertoken l numbertoken result feedback form submitted email sunday july numbertoken numbertoken numbertoken numbertoken numbertoken spend upwards numbertoken dvd burner show alternative exact thing fraction cost copy dvd best price net click url click remove url deathtospamdeathtospamdeathtospam sf net email sponsored thinkgeek welcome geek heaven url spamassassin sightings mailing list email url
easy_ham,Re: Insert signature,"Re: Insert signature In a message dated: Thu, 22 Aug 2002 13:03:57 CDT Ulises Ponce said: >Thanks Tony, but I think doing it using component files will get a .signature >by default, but I have many diferent signatures and I want to insert one of >that signatures using a keyboard command. So for a message I will insert a >signature, but for another message I will insert a different signature. > >Is it possible? I am using sedit for my messages. Ahm, if you don't object to using a mouse for such things, exmh has the ability to insert different sigs on demand. Create a bunch of different sig files, all beginning with .signature, and at start up, exmh will load them all. In the Sedit window, you'll see a Sign... menu item which will allow you to select between each of the listed .signature files for *that* e-mail. You can actually use several if you'd like (though I don't remember what Preferences... option allows for this). However, the signature gets added on send, not inserted directly into the existing Sedit window prior to composition. I currently have 6 different sig files I can choose between. Additionally, if a .signature file has the execute bit turned on, exmh will attempt to execute the file and use the stdout of the script as your signature. I hope this helps some. -- Seeya, Paul -- It may look like I'm just sitting here doing nothing, but I'm really actively waiting for all my problems to go away. If you're not having fun, you're not doing it right! _______________________________________________ Exmh-users mailing list EMAIL URL",0,insert signature message dated thu numbertoken aug numbertoken numbertoken numbertoken numbertoken cdt ulises ponce said thanks tony think using component files get signature default many diferent signatures want insert one signatures using keyboard command message insert signature another message insert different signature possible using sedit messages ahm object using mouse things exmh ability insert different sigs demand create bunch different sig files beginning signature start exmh load sedit window see sign menu item allow select listed signature files e mail actually use several like though remember preferences option allows however signature gets added send inserted directly existing sedit window prior composition currently numbertoken different sig files choose additionally signature file execute bit turned exmh attempt execute file use stdout script signature hope helps seeya paul may look like sitting nothing really actively waiting problems go away fun right exmh users mailing list email url
